student_school,student_sex,student_age,home_address_type,family_size,parent_cohabitation_status,mother_education,father_education,mother_job,father_job,school_choice_reason,student_guardian,travel_time,weekly_study_time,past_class_failures,extra_educational_support,family_educational_support,paid_extra_classes,extra_curricular_activities,attended_nursery_school,higher_education_aspiration,internet_access_at_home,romantic_relationship,family_relationship_quality,free_time_after_school,going_out_with_friends,workday_alcohol_consumption,weekend_alcohol_consumption,current_health_status,school_absences,major,id,period,score,guardian_education,guardian_job
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,Portuguese,249,first period,13,3:secondary education,other
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,Portuguese,249,second period,14,3:secondary education,other
GP,M,16,U,GT3,T,3,3,services,other,home,father,1,3,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,Portuguese,249,final,14,3:secondary education,other
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,Portuguese,250,first period,14,4:higher education,other
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,Portuguese,250,second period,13,4:higher education,other
GP,M,15,U,GT3,T,3,4,other,other,reputation,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,Portuguese,250,final,14,4:higher education,other
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,Portuguese,251,first period,15,4:higher education,other
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,Portuguese,251,second period,13,4:higher education,other
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,Portuguese,251,final,14,4:higher education,other
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,Portuguese,252,first period,14,3:secondary education,other
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,Portuguese,252,second period,13,3:secondary education,other
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,Portuguese,252,final,14,3:secondary education,other
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,Portuguese,253,first period,11,3:secondary education,services
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,Portuguese,253,second period,13,3:secondary education,services
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,Portuguese,253,final,14,3:secondary education,services
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no school support,family support,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,Portuguese,254,first period,12,3:secondary education,health
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no school support,family support,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,Portuguese,254,second period,13,3:secondary education,health
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no school support,family support,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,Portuguese,254,final,14,3:secondary education,health
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,Portuguese,255,first period,11,3:secondary education,services
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,Portuguese,255,second period,11,3:secondary education,services
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,Portuguese,255,final,14,3:secondary education,services
GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no school support,family support,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,Portuguese,256,first period,11,3:secondary education,other
GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no school support,family support,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,Portuguese,256,second period,12,3:secondary education,other
GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no school support,family support,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,Portuguese,256,final,14,3:secondary education,other
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,Portuguese,257,first period,11,3:secondary education,other
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,Portuguese,257,second period,12,3:secondary education,other
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,Portuguese,257,final,14,3:secondary education,other
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no school support,no family support,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,Portuguese,258,first period,11,3:secondary education,services
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no school support,no family support,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,Portuguese,258,second period,13,3:secondary education,services
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no school support,no family support,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,Portuguese,258,final,14,3:secondary education,services
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no school support,family support,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6,Math,259,first period,11,2:5th to 9th grade,services
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no school support,family support,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6,Math,259,second period,13,2:5th to 9th grade,services
GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no school support,family support,no,yes,yes,yes,yes,no,4,3,4,1,1,4,6,Math,259,final,14,2:5th to 9th grade,services
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no school support,no family support,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,Math,260,first period,12,2:5th to 9th grade,at home
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no school support,no family support,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,Math,260,second period,13,2:5th to 9th grade,at home
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no school support,no family support,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,Math,260,final,14,2:5th to 9th grade,at home
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no school support,no family support,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,Math,261,first period,13,3:secondary education,other
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no school support,no family support,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,Math,261,second period,14,3:secondary education,other
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no school support,no family support,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,Math,261,final,14,3:secondary education,other
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,school support,family support,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,Math,262,first period,12,2:5th to 9th grade,other
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,school support,family support,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,Math,262,second period,13,2:5th to 9th grade,other
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,school support,family support,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,Math,262,final,14,2:5th to 9th grade,other
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no school support,no family support,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,Math,263,first period,15,2:5th to 9th grade,other
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no school support,no family support,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,Math,263,second period,14,2:5th to 9th grade,other
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no school support,no family support,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,Math,263,final,14,2:5th to 9th grade,other
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no school support,family support,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,Math,264,first period,15,3:secondary education,services
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no school support,family support,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,Math,264,second period,14,3:secondary education,services
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no school support,family support,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,Math,264,final,14,3:secondary education,services
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no school support,no family support,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,Math,265,first period,15,2:5th to 9th grade,services
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no school support,no family support,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,Math,265,second period,14,2:5th to 9th grade,services
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no school support,no family support,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,Math,265,final,14,2:5th to 9th grade,services
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no school support,family support,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,Math,266,first period,12,4:higher education,other
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no school support,family support,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,Math,266,second period,14,4:higher education,other
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no school support,family support,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,Math,266,final,14,4:higher education,other
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,Portuguese,267,first period,13,2:5th to 9th grade,services
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,Portuguese,267,second period,12,2:5th to 9th grade,services
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,Portuguese,267,final,14,2:5th to 9th grade,services
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,school support,no family support,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,Portuguese,268,first period,13,2:5th to 9th grade,services
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,school support,no family support,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,Portuguese,268,second period,13,2:5th to 9th grade,services
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,school support,no family support,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,Portuguese,268,final,14,2:5th to 9th grade,services
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no school support,family support,no,no,no,yes,yes,no,5,4,5,1,2,5,12,Portuguese,269,first period,12,2:5th to 9th grade,other
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no school support,family support,no,no,no,yes,yes,no,5,4,5,1,2,5,12,Portuguese,269,second period,12,2:5th to 9th grade,other
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no school support,family support,no,no,no,yes,yes,no,5,4,5,1,2,5,12,Portuguese,269,final,14,2:5th to 9th grade,other
GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,Portuguese,270,first period,12,2:5th to 9th grade,other
GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,Portuguese,270,second period,13,2:5th to 9th grade,other
GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,Portuguese,270,final,14,2:5th to 9th grade,other
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,Portuguese,271,first period,11,3:secondary education,other
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,Portuguese,271,second period,12,3:secondary education,other
GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,Portuguese,271,final,14,3:secondary education,other
GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no school support,no family support,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,Portuguese,272,first period,11,1:primary education,other
GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no school support,no family support,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,Portuguese,272,second period,12,1:primary education,other
GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no school support,no family support,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,Portuguese,272,final,14,1:primary education,other
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no school support,no family support,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,Portuguese,273,first period,14,2:5th to 9th grade,at home
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no school support,no family support,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,Portuguese,273,second period,13,2:5th to 9th grade,at home
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no school support,no family support,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,Portuguese,273,final,14,2:5th to 9th grade,at home
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,Portuguese,274,first period,10,2:5th to 9th grade,at home
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,Portuguese,274,second period,12,2:5th to 9th grade,at home
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no school support,family support,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,Portuguese,274,final,14,2:5th to 9th grade,at home
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,Portuguese,275,first period,11,2:5th to 9th grade,at home
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,Portuguese,275,second period,12,2:5th to 9th grade,at home
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,Portuguese,275,final,14,2:5th to 9th grade,at home
GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,Portuguese,276,first period,13,3:secondary education,services
GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,Portuguese,276,second period,14,3:secondary education,services
GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no school support,no family support,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,Portuguese,276,final,14,3:secondary education,services
MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,Portuguese,277,first period,14,2:5th to 9th grade,services
MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,Portuguese,277,second period,13,2:5th to 9th grade,services
MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,Portuguese,277,final,14,2:5th to 9th grade,services
MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no school support,family support,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,Portuguese,278,first period,12,2:5th to 9th grade,other
MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no school support,family support,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,Portuguese,278,second period,13,2:5th to 9th grade,other
MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no school support,family support,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,Portuguese,278,final,14,2:5th to 9th grade,other
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,Portuguese,279,first period,14,2:5th to 9th grade,other
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,Portuguese,279,second period,13,2:5th to 9th grade,other
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no school support,family support,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,Portuguese,279,final,14,2:5th to 9th grade,other
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no school support,family support,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,Portuguese,280,first period,13,2:5th to 9th grade,other
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no school support,family support,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,Portuguese,280,second period,14,2:5th to 9th grade,other
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no school support,family support,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,Portuguese,280,final,14,2:5th to 9th grade,other
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,Portuguese,281,first period,12,2:5th to 9th grade,at home
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,Portuguese,281,second period,13,2:5th to 9th grade,at home
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no school support,no family support,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,Portuguese,281,final,14,2:5th to 9th grade,at home
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no school support,family support,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,Math,282,first period,15,1:primary education,at home
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no school support,family support,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,Math,282,second period,14,1:primary education,at home
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no school support,family support,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,Math,282,final,14,1:primary education,at home
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,school support,family support,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,Portuguese,283,first period,14,2:5th to 9th grade,at home
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,school support,family support,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,Portuguese,283,second period,13,2:5th to 9th grade,at home
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,school support,family support,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,Portuguese,283,final,14,2:5th to 9th grade,at home
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no school support,no family support,no,no,no,yes,yes,no,3,2,3,1,2,1,0,Portuguese,284,first period,14,1:primary education,at home
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no school support,no family support,no,no,no,yes,yes,no,3,2,3,1,2,1,0,Portuguese,284,second period,14,1:primary education,at home
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no school support,no family support,no,no,no,yes,yes,no,3,2,3,1,2,1,0,Portuguese,284,final,14,1:primary education,at home
GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no school support,family support,no,no,no,yes,no,no,4,4,3,2,3,3,4,Portuguese,285,first period,11,1:primary education,other
GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no school support,family support,no,no,no,yes,no,no,4,4,3,2,3,3,4,Portuguese,285,second period,12,1:primary education,other
GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no school support,family support,no,no,no,yes,no,no,4,4,3,2,3,3,4,Portuguese,285,final,14,1:primary education,other
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,Portuguese,286,first period,13,1:primary education,services
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,Portuguese,286,second period,13,1:primary education,services
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no school support,family support,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,Portuguese,286,final,14,1:primary education,services
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no school support,no family support,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,Portuguese,287,first period,14,1:primary education,other
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no school support,no family support,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,Portuguese,287,second period,14,1:primary education,other
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no school support,no family support,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,Portuguese,287,final,14,1:primary education,other
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,Portuguese,288,first period,13,1:primary education,at home
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,Portuguese,288,second period,12,1:primary education,at home
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no school support,no family support,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,Portuguese,288,final,14,1:primary education,at home
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no school support,family support,no,no,yes,yes,no,no,4,2,1,1,2,2,0,Portuguese,289,first period,13,1:primary education,at home
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no school support,family support,no,no,yes,yes,no,no,4,2,1,1,2,2,0,Portuguese,289,second period,14,1:primary education,at home
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no school support,family support,no,no,yes,yes,no,no,4,2,1,1,2,2,0,Portuguese,289,final,14,1:primary education,at home
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,Portuguese,290,first period,14,1:primary education,services
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,Portuguese,290,second period,14,1:primary education,services
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,Portuguese,290,final,14,1:primary education,services
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no school support,no family support,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,Portuguese,292,first period,12,1:primary education,at home
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no school support,no family support,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,Portuguese,292,second period,13,1:primary education,at home
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no school support,no family support,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,Portuguese,292,final,14,1:primary education,at home
MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no school support,no family support,no,no,no,no,no,no,4,2,3,3,4,4,4,Portuguese,293,first period,12,1:primary education,services
MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no school support,no family support,no,no,no,no,no,no,4,2,3,3,4,4,4,Portuguese,293,second period,13,1:primary education,services
MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no school support,no family support,no,no,no,no,no,no,4,2,3,3,4,4,4,Portuguese,293,final,14,1:primary education,services
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no school support,no family support,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,Portuguese,294,first period,14,1:primary education,services
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no school support,no family support,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,Portuguese,294,second period,13,1:primary education,services
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no school support,no family support,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,Portuguese,294,final,14,1:primary education,services
GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no school support,family support,yes,no,yes,yes,yes,no,4,3,3,1,1,5,2,Math,295,first period,11,4:higher education,health
GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no school support,family support,yes,no,yes,yes,yes,no,4,3,3,1,1,5,2,Math,295,second period,13,4:higher education,health
GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no school support,family support,yes,no,yes,yes,yes,no,4,3,3,1,1,5,2,Math,295,final,13,4:higher education,health
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no school support,family support,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,Math,296,first period,10,4:higher education,other
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no school support,family support,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,Math,296,second period,13,4:higher education,other
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no school support,family support,yes,yes,yes,yes,yes,yes,1,3,5,3,5,1,6,Math,296,final,13,4:higher education,other
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,Math,297,first period,14,4:higher education,health
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,Math,297,second period,11,4:higher education,health
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,0,no school support,family support,no,yes,yes,yes,yes,no,3,4,4,1,4,5,18,Math,297,final,13,4:higher education,health
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no school support,no family support,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,Math,298,first period,11,4:higher education,teacher
